path,start_line,end_line,kind,declared_purpose,actual_behavior,origin_alignment,utility,status,recommended_action,evidence
.github/workflows/hermes-ci.yml,109,113,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
.github/workflows/hermes-ci.yml,114,118,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,core-term
.github/workflows/hermes-ci.yml,119,121,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
.github/workflows/hermes-ci.yml,122,129,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
.github/workflows/hermes-ci.yml,130,132,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
.github/workflows/hermes-ci.yml,133,135,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
.github/workflows/hermes-ci.yml,136,139,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,core-term
.github/workflows/hermes-ci.yml,140,142,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
.github/workflows/hermes-ci.yml,143,145,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
.github/workflows/hermes-ci.yml,146,149,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,core-term
.github/workflows/hermes-ci.yml,150,152,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
.github/workflows/hermes-ci.yml,153,158,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
.github/workflows/hermes-ci.yml,159,161,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
.github/workflows/hermes-ci.yml,162,169,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
.github/workflows/hermes-ci.yml,170,174,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,path classification: useful-extension
.github/workflows/hermes-ci.yml,175,177,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,core-term
.github/workflows/hermes-ci.yml,178,180,useful-extension,Scientific synthesis/adversarial review pipeline.,"Potentially useful extension around core memory/science/ops, but still needs contract checks.",medium,keep if contract-tested,candidate,Keep only behind explicit workflow/API contract.,core-term
